the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,Shelter_ID,Corner,On_Street,Cross_Stre,Longitude,Latitude,NTAName,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.9776345582207 40.75813373360506),1,Manhattan,105,4,75,28,12,MN01506,NW,5 Av,W 49 St,-73.977.636,40.758.142,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9765775577888 40.75957773340136),1,Manhattan,105,4,75,28,12,MN01512,SW,5 Av,W 52 St,-73.976.579,40.759.586,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97614555808023 40.76017573297225),1,Manhattan,105,4,75,28,12,MN01514,NW,5 Av,W 52 St,-73.976.147,40.760.184,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97537055801307 40.76125473280441),1,Manhattan,105,4,75,28,12,MN01515,NW,5 Av,W 54 St,-73.975.372,40.761.263,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97384755923909 40.76333973299152),1,Manhattan,105,4,75,28,12,MN01519,SW,5 Av,W 58 St,-73.973.849,40.763.348,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97843855811561 40.7459477363878),1,Manhattan,106,2,73,59,12,MN0153,NW,E 34 ST,3 AV,-7.397.844,40.745.956,Murray Hill-Kips Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98870555540498 40.74105373780253),1,Manhattan,105,2,74,28,12,MN01534,SE,E 23 ST,BROADWAY,-73.988.707,40.741.062,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9795185568341 40.7555617344194),1,Manhattan,105,4,75,28,12,MN01536,NW,5 Av,W 45 St,-7.397.952,4.075.557,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97928055743635 40.755890734674104),1,Manhattan,105,4,75,28,12,MN01537,SW,5 Av,W 46 St,-73.979.282,40.755.899,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97636755873478 40.74789473548989),1,Manhattan,106,4,73,59,12,MN0154,NE,3 AV,E 37 ST,-73.976.369,40.747.903,Murray Hill-Kips Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95863256106023 40.81484972175275),1,Manhattan,109,7,69,30,13,MN01548,SE,Broadway,TIEMANN PL,-73.958.634,40.814.858,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99730355469009 40.71210074369289),1,Manhattan,103,1,65,27,10,MN01549,NW,MADISON ST,CATHERINE ST,-73.997.305,40.712.109,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.92855156687838 40.86471471072356),1,Manhattan,112,10,72,31,13,MN01550,NE,BROADWAY,ARDEN ST,-73.928.553,40.864.723,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.98359655602528 40.76116673353054),1,Manhattan,105,4,75,28,12,MN01554,SW,W 50 ST,7 AV,-73.983.598,40.761.175,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96808656120689 40.7592227331524),1,Manhattan,106,4,73,28,12,MN01559,NE,3 AV,E 55 ST,-73.968.088,40.759.231,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98230255956241 40.713453742364386),1,Manhattan,103,2,65,27,10,MN01561,NW,MADISON ST,JACKSON ST,-73.982.304,40.713.462,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93625756752677 40.81443972092441),1,Manhattan,111,9,70,30,13,MN01562,SE,5 AV,E 138 ST,-73.936.259,40.814.448,East Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.95083656334356 40.81043472230923),1,Manhattan,110,9,70,30,13,MN01563,NE,Frederick Douglass Blvd,W 125 ST,-73.950.838,40.810.443,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.97382155983165 40.7437947360989),1,Manhattan,106,2,74,59,12,MN01564,SW,E 34 ST,1 AV,-73.973.823,40.743.803,Murray Hill-Kips Bay,AE,,2
POINT (-73.97388356036603 40.7440407362109),1,Manhattan,106,2,74,59,12,MN01565,NW,E 34 ST,1 AV,-73.973.885,40.744.049,Murray Hill-Kips Bay,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.92345357325787 40.79250172503896),1,Manhattan,111,8,68,29,13,MN01569,ES,MAIN ROADWAY,Opp Icahn Stadium,-73.923.455,4.079.251,Randall's Island,AE,,3
POINT (-74.00886254997243 40.725904741236185),1,Manhattan,102,3,66,27,10,MN01570,SE,SPRING ST,GREENWICH ST,-74.008.864,40.725.913,SoHo-Little Italy-Hudson Square,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.96136456062398 40.80201072473654),1,Manhattan,109,7,69,30,13,MN01571,NW,W 110 ST,MORNINGSIDE DR,-73.961.366,40.802.019,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9863875576329 40.71572374252401),1,Manhattan,103,1,65,27,10,MN01573,SE,GRAND ST,CLINTON ST,-73.986.389,40.715.732,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94510356608968 40.787220726566005),1,Manhattan,111,8,68,29,13,MN01575,NW,2 AV,E 100 ST,-73.945.105,40.787.229,East Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.98203355801995 40.73185773935975),1,Manhattan,106,4,74,59,12,MN01576,SE,1 AV,E 15 ST,-73.982.035,40.731.866,Stuyvesant Town-Peter Cooper Village,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.96318156036608 40.79395072656735),1,Manhattan,107,7,69,47,12,MN01577,SE,CENTRAL PARK WEST,W 100 ST,-73.963.183,40.793.959,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95116356290887 40.82055072014765),1,Manhattan,109,7,70,30,13,MN01578,SW,AMSTERDAM AV,W 138 ST,-73.951.165,40.820.559,Manhattanville-West Harlem,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94284656413481 40.840477716221976),1,Manhattan,112,10,71,31,13,MN01579,NE,FT Washington Av,W 165 ST,-73.942.848,40.840.486,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97314955941928 40.75232173451026),1,Manhattan,106,4,73,28,12,MN0158,SE,3 AV,E 45 ST,-73.973.151,4.075.233,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98313455696015 40.739071737246775),1,Manhattan,106,2,74,59,12,MN01580,NW,3 AV,E 23 ST,-73.983.136,4.073.908,Gramercy,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.98459855778923 40.71519174235661),1,Manhattan,103,1,65,27,10,MN01581,SW,Grand St,PITT ST,-739.846,407.152,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98901655616146 40.72316674131045),1,Manhattan,103,2,66,27,10,MN01582,NW,E HOUSTON ST,1 AV,-73.989.018,40.723.175,East Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99204855630028 40.71640574279939),1,Manhattan,103,1,65,27,10,MN01583,NW,ALLEN ST,HESTER ST,-7.399.205,40.716.414,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9598375598494 40.817081721498255),1,Manhattan,109,7,70,30,13,MN01584,SW,ST CLAIR PL,W 125 ST,-73.959.839,4.081.709,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94242756742922 40.790860725945905),1,Manhattan,111,8,68,29,13,MN01585,NW,2 AV,E 106 ST,-73.942.429,40.790.869,East Harlem (South),AE,,3
POINT (-73.93881656757253 40.795849724793925),1,Manhattan,111,8,68,29,13,MN01586,SW,2 AV,E 115 ST,-73.938.818,40.795.858,East Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.93959756792312 40.790010725818355),1,Manhattan,111,8,68,29,13,MN01587,NE,1 AV,E 106 ST,-73.939.599,40.790.019,East Harlem (South),AE,,2
POINT (-73.9776005589932 40.73794973770754),1,Manhattan,106,4,74,59,12,MN01588,SE,1 AV,E 25 ST,-73.977.602,40.737.958,Murray Hill-Kips Bay,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.98543055729326 40.73185573926297),1,Manhattan,103,2,66,27,10,MN01589,NW,2 AV,E 13 ST,-73.985.432,40.731.864,East Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97176855967597 40.754204734320965),1,Manhattan,106,4,73,28,12,MN0159,NE,3 AV,E 47 ST,-7.397.177,40.754.213,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96900556099298 40.74972973503964),1,Manhattan,106,4,74,59,12,MN01590,NE,1 AV,E 43 ST,-73.969.007,40.749.738,United Nations,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.98765355651823 40.72413674078503),1,Manhattan,103,2,74,27,10,MN01591,NE,1 AV,E 2 ST,-73.987.655,40.724.145,East Village,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.99119155593556 40.71715574230734),1,Manhattan,103,1,65,27,10,MN01592,SE,ALLEN ST,GRAND ST,-73.991.193,40.717.164,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98205655752216 40.731827738910276),1,Manhattan,106,4,74,59,12,MN01594,SE,1 AV,E 15 ST,-73.982.058,40.731.836,Stuyvesant Town-Peter Cooper Village,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.95172856216134 40.8268377193271),1,Manhattan,109,7,71,30,13,MN01595,SE,W 145 ST,RIVERSIDE DR,-7.395.173,40.826.846,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96895756074301 40.754502733972465),1,Manhattan,106,4,73,28,12,MN01596,SW,2 AV,E 50 ST,-73.968.959,40.754.511,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.83572360197304 40.78176172371591),4,Queens,407,19,27,11,14,QN04736,NE,20 AV,132 ST,-73.835.725,4.078.177,College Point,AE,,2
POINT (-73.96059056254093 40.76595273134653),1,Manhattan,108,4,76,28,12,MN01597,SW,2 AV,E 68 ST,-73.960.592,40.765.961,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96239856314928 40.758791732831206),1,Manhattan,106,5,73,28,12,MN01598,SE,1 AV,E 58 ST,-739.624,407.588,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96172856223698 40.77603972966055),1,Manhattan,108,4,73,28,12,MN01599,SE,E 79 ST,MADISON AV,-7.396.173,40.776.048,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9715235597978 40.755379734497154),1,Manhattan,106,4,73,28,12,MN0160,NW,E 49 ST,3 AV,-73.971.525,40.755.388,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94226656543697 40.822569720284115),1,Manhattan,110,9,71,30,13,MN01600,SW,Frederick Douglass Blvd,W 145 ST,-73.942.268,40.822.578,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.93803856588013 40.82835171843531),1,Manhattan,110,9,71,30,13,MN01601,SW,Frederick Douglass Blvd,W 154 ST,-7.393.804,4.082.836,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.93986256607333 40.825856718789396),1,Manhattan,110,9,71,30,13,MN01603,SW,Frederick Douglass Blvd,W 150 ST,-73.939.864,40.825.865,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.93796756639513 40.82804771899399),1,Manhattan,110,9,71,30,13,MN01604,NE,Frederick Douglass Blvd,W 153 ST,-73.937.969,40.828.056,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95362856345581 40.80138172477442),1,Manhattan,110,9,70,30,13,MN01605,NE,ADAM CLAYTON POWELL BLVD,W 113 ST,-7.395.363,4.080.139,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94861656415156 40.80374472411631),1,Manhattan,110,9,70,30,13,MN01607,SW,MALCOLM X BLVD,W 119 ST,-73.948.618,40.803.753,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.95096556359734 40.805670723322066),1,Manhattan,110,9,70,30,13,MN01610,SW,ADAM CLAYTON POWELL BLVD,W 120 ST,-73.950.967,40.805.679,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97120955805605 40.79512472668909),1,Manhattan,107,7,69,47,12,MN01611,SE,BROADWAY,W 97 ST,-73.971.211,40.795.133,Upper West Side (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95473456296861 40.800522724389914),1,Manhattan,110,9,70,30,13,MN01612,SW,ADAM CLAYTON POWELL BLVD,W 112 ST,-73.954.736,40.800.531,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9571635608829 40.82109572084854),1,Manhattan,109,7,70,30,13,MN01614,NE,W 135 ST,RIVERSIDE DR,-73.957.165,40.821.104,Manhattanville-West Harlem,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99792955457899 40.71186974324553),1,Manhattan,103,1,65,27,10,MN01615,SE,MADISON ST,OLIVER ST,-73.997.931,40.711.878,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-74.0037355521622 40.70792974441447),1,Manhattan,101,1,65,27,10,MN01617,SW,PEARL ST,BEEKMAN ST,-74.003.737,40.707.938,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.91591657119595 40.86967271003852),1,Manhattan,112,10,72,31,13,MN01618,SE,Broadway,W 215 ST,-73.915.918,40.869.681,Inwood,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.96118256054957 40.79889072476619),1,Manhattan,107,7,69,30,13,MN01619,NE,MANHATTAN AV,W 106 ST,-73.961.184,40.798.899,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97965156033624 40.71433174237056),1,Manhattan,103,1,65,27,10,MN01621,NE,LEWIS ST,GRAND ST,-73.979.653,4.071.434,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.98543755640081 40.73542273811021),1,Manhattan,106,2,74,59,12,MN01622,NE,3 AV,E 17 ST,-73.985.439,40.735.431,Gramercy,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.985111554649 40.77872572974292),1,Manhattan,107,6,67,47,12,MN01623,NE,WEST END AV,W 70 ST,-73.985.113,40.778.734,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93606256737354 40.82095272014143),1,Manhattan,110,9,71,30,13,MN01624,SW,MALCOLM X BLVD,W 146 ST,-73.936.064,40.820.961,Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.98823155663413 40.72345274115507),1,Manhattan,103,2,65,27,10,MN01625,NE,1 AV,E 1 ST,-73.988.233,40.723.461,East Village,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94489656516906 40.80302272394516),1,Manhattan,110,9,70,30,13,MN01626,SW,5 AV,W 120 ST,-73.944.898,40.803.031,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.97169555755056 40.7951187263595),1,Manhattan,107,6,69,47,12,MN01627,SW,BROADWAY,W 97 ST,-73.971.697,40.795.127,Upper West Side (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9624785598076 40.810241723428156),1,Manhattan,109,7,69,30,13,MN01628,SW,Broadway,W 120 ST,-7.396.248,4.081.025,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93487756914527 40.796504724489324),1,Manhattan,111,8,68,29,13,MN01630,SE,1 AV,E 117 ST,-73.934.879,40.796.513,East Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-74.00385655002592 40.74322573748314),1,Manhattan,104,3,75,47,12,MN01633,SW,9 AV,W 18 St,-74.003.858,40.743.234,Chelsea-Hudson Yards,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.98185255706805 40.74736473594381),1,Manhattan,106,2,73,28,12,MN01634,NW,E 34 St,Park Av,-73.981.854,40.747.373,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99307655292483 40.75191573532349),1,Manhattan,105,3,75,28,12,MN01636,SE,W 34 St,8 Av,-73.993.078,40.751.924,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98746255467415 40.749570735490494),1,Manhattan,105,4,75,28,12,MN01638,SE,W 34 St,6 Av,-73.987.464,40.749.579,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97694055577207 40.788377728100954),1,Manhattan,107,6,67,47,12,MN0164,SW,W 86 ST,BROADWAY,-73.976.942,40.788.386,Upper West Side (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97757755874864 40.737976737651586),1,Manhattan,106,4,74,59,12,MN01641,SE,1 AV,E 25 ST,-73.977.579,40.737.985,Murray Hill-Kips Bay,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.93437856856697 40.803211723295775),1,Manhattan,111,8,68,29,13,MN01643,NW,E 125 ST,2 AV,-7.393.438,4.080.322,East Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.93690856775602 40.80404172346843),1,Manhattan,111,8,68,30,13,MN01646,SE,E 125 ST,LEXINGTON AV,-7.393.691,4.080.405,East Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94385756673822 40.78420972775824),1,Manhattan,111,8,68,29,12,MN01647,NE,1 Av,E 97 St,-73.943.859,40.784.218,East Harlem (South),AE,,2
POINT (-73.9729885605731 40.74425573649457),1,Manhattan,106,4,74,59,12,MN01648,SE,1 AV,E 35 ST,-7.397.299,40.744.264,Murray Hill-Kips Bay,AE,,1
POINT (-73.98212455829238 40.731727739034994),1,Manhattan,106,4,74,59,12,MN01649,SE,1 Av,E 15 St,-73.982.126,40.731.736,Stuyvesant Town-Peter Cooper Village,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.96716856165301 40.75996373289839),1,Manhattan,106,4,73,28,12,MN0165,SE,E 57 ST,3 AV,-7.396.717,40.759.972,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98214255780319 40.73170073918576),1,Manhattan,106,4,74,59,12,MN01650,SE,1 Av,E 15 St,-73.982.144,40.731.709,Stuyvesant Town-Peter Cooper Village,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.9758055590372 40.740473737209435),1,Manhattan,106,4,74,59,12,MN01651,SE,1 Av,E 29 St,-73.975.807,40.740.482,Murray Hill-Kips Bay,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.94887156609657 40.77740372851341),1,Manhattan,108,5,76,28,12,MN01653,SE,1 Av,E 87 St,-73.948.873,40.777.412,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93858156832407 40.79609872492952),1,Manhattan,111,8,68,29,13,MN01655,SW,2 Av,E 115 St,-73.938.583,40.796.107,East Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.96782856125945 40.760482733173696),1,Manhattan,106,4,73,28,12,MN0166,NW,E 57 ST,3 AV,-7.396.783,40.760.491,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93695856811233 40.804071723025075),1,Manhattan,111,8,68,30,13,MN01663,SE,E 125 St,LEXINGTON AV,-7.393.696,4.080.408,East Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94027556643906 40.80546072277716),1,Manhattan,111,9,68,30,13,MN01664,SE,E 125 St,Madison Av,-73.940.277,40.805.469,East Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94513256560545 40.80750772289124),1,Manhattan,110,9,70,30,13,MN01665,SE,W 125 St,Malcolm X Blvd,-73.945.134,40.807.516,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.95009856346606 40.806871723325955),1,Manhattan,110,9,70,30,13,MN01667,SW,ADAM CLAYTON POWELL BLVD,W 122 St,-739.501,4.080.688,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94757156630662 40.783806727882194),1,Manhattan,108,5,68,28,12,MN01668,NW,2 Av,E 95 St,-73.947.573,40.783.815,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.95231556300914 40.810528722434725),1,Manhattan,110,9,70,30,13,MN01671,SE,W 125 St,St Nicholas Av,-73.952.317,40.810.537,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.96762856096643 40.76007973281882),1,Manhattan,106,4,73,28,12,MN01674,SE,3 Av,E 57 St,-7.396.763,40.760.088,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98792455314911 40.77484873047718),1,Manhattan,107,6,67,47,12,MN01675,NE,West End Av,W 64 St,-73.987.926,40.774.857,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96350856132732 40.76552173157032),1,Manhattan,108,4,73,28,12,MN0168,NE,3 AV,E 65 ST,-7.396.351,4.076.553,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94888656550806 40.777372729066286),1,Manhattan,108,5,76,28,12,MN01681,SE,1 Av,E 87 St,-73.948.888,40.777.381,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98181255661282 40.75240673477599),1,Manhattan,105,4,75,28,12,MN01685,NW,5 Av,W 40 St,-73.981.814,40.752.415,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9812515571657 40.75317673473112),1,Manhattan,105,4,75,28,12,MN01689,SW,5 Av,W 42 St,-73.981.253,40.753.185,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96171956209281 40.768029731437025),1,Manhattan,108,4,76,28,12,MN0170,NE,3 AV,E 69 ST,-73.961.721,40.768.038,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97582455988713 40.74044473676244),1,Manhattan,106,4,74,59,12,MN01701,SE,1 Av,E 29 St,-73.975.826,40.740.453,Murray Hill-Kips Bay,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.92923057205587 40.785436727070035),1,Manhattan,111,8,68,29,13,MN01702,NW,Hell Gate Circle,RFK Bridge Exit Ramp,-73.929.232,40.785.445,Randall's Island,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.92556557204855 40.78993272533181),1,Manhattan,111,8,68,29,13,MN01703,NE,Hell Gate Circle,Central Rd,-73.925.567,40.789.941,Randall's Island,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.95177856497277 40.778092728688634),1,Manhattan,108,5,76,28,12,MN01711,NW,2 Av,E 86 St,-7.395.178,40.778.101,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9467915653721 40.80068172409609),1,Manhattan,110,9,70,30,13,MN01714,SW,W 116 St,5 Av,-73.946.793,4.080.069,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94191856667182 40.806153723256564),1,Manhattan,111,9,68,30,13,MN01715,SE,E 125 St,5 Av,-7.394.192,40.806.162,East Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94457756583304 40.79975172398942),1,Manhattan,111,8,68,30,13,MN01716,SE,E 116 St,Madison Av,-73.944.579,4.079.976,East Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9404005669728 40.79821772463849),1,Manhattan,111,8,68,30,13,MN01717,NW,E 116 St,3 Av,-73.940.402,40.798.226,East Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94758356338265 40.83068471859547),1,Manhattan,109,7,71,30,13,MN01719,SW,Broadway,W 152 St,-73.947.585,40.830.693,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95797356268518 40.773112730011036),1,Manhattan,108,4,76,28,12,MN0172,NE,3 AV,E 77 ST,-73.957.975,40.773.121,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93302656660804 40.85625371288108),1,Manhattan,112,10,72,31,13,MN01721,SW,Broadway,W 190 St,-73.933.028,40.856.262,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94734156317386 40.82521471939031),1,Manhattan,109,7,71,30,13,MN01722,NE,W 145 St,Amsterdam Av,-73.947.343,40.825.223,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.949860562813 40.826045719062314),1,Manhattan,109,7,71,30,13,MN01723,SE,W 145 St,Broadway,-73.949.862,40.826.054,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94034256596967 40.82478871910316),1,Manhattan,110,9,71,30,13,MN01724,NE,Frederick Douglass Blvd,W 148 St,-73.940.344,40.824.797,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.93936256648492 40.82614371864728),1,Manhattan,110,9,71,30,13,MN01725,NE,Frederick Douglass Blvd,Macombs Pl,-73.939.364,40.826.152,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9342905664689 40.84325771569425),1,Manhattan,112,10,72,31,13,MN01726,NE,Amsterdam av,W 173 St,-73.934.292,40.843.266,Highbridge Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93282456731026 40.84526071544876),1,Manhattan,112,10,72,31,13,MN01727,NE,Amsterdam Av,W 176 St,-73.932.826,40.845.269,Highbridge Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95676856405086 40.77395572949792),1,Manhattan,108,4,76,28,12,MN0174,SE,E 79 ST,3 AV,-7.395.677,40.773.964,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95761556332336 40.774522729717795),1,Manhattan,108,5,73,28,12,MN0175,NW,E 79 ST,3 AV,-73.957.617,40.774.531,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95134756432654 40.78219472804871),1,Manhattan,108,5,73,29,12,MN0179,NE,3 AV,E 91 ST,-73.951.349,40.782.203,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97485555895153 40.751047735463054),1,Manhattan,106,4,73,28,12,MN01796,NW,E 42 St,3 Av,-73.974.857,40.751.056,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,
